date,app_name,country,platform,impressions,clicks,installs,spend,revenue,CTR,CVR,CPI,ROAS,ARPU,LTV
2025-06-30,App_19,CA,Android,41540,581,188,289.71,358.51,0.013986519017814156,0.32358003442340794,1.5410106382978723,1.2374788581685134,1.9069680851063828,171.62712765957446
2025-06-30,App_19,AU,iOS,38962,2875,728,1536.58,1383.18,0.07378984651711924,0.25321739130434784,2.1106868131868133,0.900167905348241,1.8999725274725277,170.99752747252748
2025-06-30,App_20,US,Android,11720,923,460,845.35,212.57,0.0787542662116041,0.49837486457204766,1.8377173913043479,0.25145797598627784,0.4621086956521739,41.58978260869565
2025-06-30,App_20,TR,iOS,39975,3535,737,561.54,1237.14,0.08843026891807379,0.20848656294200849,0.7619267299864314,2.2031199914520787,1.678616010854817,151.07544097693352
2025-06-30,App_20,DE,iOS,7260,108,39,57.9,44.51,0.01487603305785124,0.3611111111111111,1.4846153846153847,0.7687392055267703,1.1412820512820512,102.71538461538461
2025-06-30,App_20,FR,iOS,9548,559,233,161.34,266.59,0.05854629241726016,0.41681574239713776,0.6924463519313305,1.6523490764844426,1.1441630901287552,102.97467811158796
2025-06-30,App_20,BR,Android,26957,438,170,161.11,129.86,0.016248098824053123,0.3881278538812785,0.9477058823529413,0.8060331450561729,0.7638823529411766,68.7494117647059
2025-06-30,App_20,IN,iOS,36035,3706,2173,3394.9,5273.73,0.10284445677813236,0.5863464651915812,1.562310170271514,1.5534271996229636,2.4269351127473535,218.42416014726183
2025-06-30,App_20,UK,Android,10342,1273,425,441.96,1017.72,0.12309031135176948,0.33385703063629224,1.0399058823529412,2.3027423296225904,2.394635294117647,215.51717647058825
2025-06-30,App_20,CA,iOS,12832,418,189,354.15,466.85,0.032574812967581045,0.45215311004784686,1.8738095238095236,1.3182267400818863,2.4701058201058204,222.30952380952382
2025-06-30,App_20,AU,iOS,14192,1532,871,1104.03,1080.72,0.10794813979706877,0.5685378590078329,1.2675430539609644,0.9788864433031712,1.2407807118254879,111.6702640642939
2025-07-01,App_1,US,iOS,45331,1649,533,577.2,356.52,0.03637687233901745,0.3232261976955731,1.0829268292682928,0.6176715176715176,0.6688930581613508,60.20037523452157
2025-07-01,App_1,TR,iOS,7386,809,186,313.62,299.64,0.10953154616842675,0.22991347342398022,1.6861290322580644,0.9554237612397168,1.6109677419354838,144.98709677419353
2025-07-01,App_1,DE,Android,49308,7210,3142,3670.63,3705.12,0.1462237365133447,0.4357836338418863,1.168246339910885,1.0093962071905913,1.1792234245703372,106.13010821133035
2025-07-01,App_1,FR,iOS,8004,109,35,60.79,88.3,0.013618190904547725,0.3211009174311927,1.7368571428571429,1.4525415364369139,2.5228571428571427,227.05714285714285
2025-07-01,App_1,BR,iOS,42390,5561,2740,4175.25,5899.2,0.13118660061335222,0.49271713720553856,1.5238138686131386,1.4128974312915394,2.1529927007299268,193.76934306569342
2025-07-01,App_1,IN,Android,41530,6129,2338,1236.8,4566.35,0.14758006260534554,0.38146516560613475,0.5289991445680068,3.6920682406209577,1.9531009409751927,175.77908468776735
2025-07-01,App_1,UK,Android,39068,1756,925,1239.48,2500.0,0.04494727142418348,0.5267653758542141,1.3399783783783783,2.0169748604253397,2.7027027027027026,243.24324324324323
2025-07-01,App_1,CA,Android,11476,950,362,888.22,253.56,0.08278145695364239,0.38105263157894737,2.453646408839779,0.2854698160365675,0.7004419889502762,63.039779005524856
2025-07-01,App_1,AU,Android,45396,4236,2424,1810.24,954.46,0.09331218609569125,0.5722379603399433,0.7467986798679868,0.5272560544458194,0.3937541254125413,35.437871287128715
2025-07-01,App_2,US,Android,19382,731,153,365.9,121.53,0.03771540604684759,0.20930232558139536,2.391503267973856,0.332139928942334,0.7943137254901961,71.48823529411764
2025-07-01,App_2,TR,iOS,40206,2922,1621,2192.11,1550.66,0.07267572004178481,0.554757015742642,1.3523195558297347,0.7073823850080516,0.9566070326958668,86.09463294262801
2025-07-01,App_2,DE,iOS,8386,135,63,47.47,133.39,0.016098259003100406,0.4666666666666667,0.7534920634920634,2.809985253844533,2.1173015873015872,190.55714285714285
2025-07-01,App_2,FR,Android,48498,4105,2225,5109.63,2941.98,0.08464266567693512,0.5420219244823387,2.2964629213483145,0.5757716312140018,1.322238202247191,119.00143820224719
2025-07-01,App_2,BR,Android,4480,201,81,109.62,52.72,0.04486607142857143,0.40298507462686567,1.3533333333333335,0.4809341361065499,0.6508641975308642,58.57777777777778
2025-07-01,App_2,IN,Android,11940,464,273,377.3,299.0,0.03886097152428811,0.5883620689655172,1.382051282051282,0.7924728332891599,1.0952380952380953,98.57142857142858
2025-07-01,App_2,UK,Android,15615,1220,613,1168.42,902.28,0.07813000320204931,0.5024590163934426,1.9060685154975532,0.7722223173174029,1.4719086460032627,132.47177814029365
2025-07-01,App_2,CA,iOS,5659,56,24,22.44,34.37,0.00989574129704895,0.42857142857142855,0.935,1.531639928698752,1.4320833333333332,128.8875
2025-07-01,App_2,AU,Android,2864,377,119,178.99,311.81,0.1316340782122905,0.3156498673740053,1.5041176470588236,1.7420526286384714,2.6202521008403363,235.82268907563028
2025-07-01,App_3,US,iOS,36825,1830,852,487.68,1883.01,0.04969450101832994,0.46557377049180326,0.5723943661971831,3.8611589566929134,2.210105633802817,198.90950704225352
2025-07-01,App_3,TR,Android,15689,1233,695,1606.69,1829.26,0.0785900949709988,0.5636658556366586,2.3117841726618704,1.1385270338397575,2.632028776978417,236.88258992805754
2025-07-01,App_3,DE,iOS,5119,447,152,192.49,387.15,0.08732174252783746,0.3400447427293065,1.2663815789473685,2.0112733128993714,2.5470394736842104,229.23355263157893
2025-07-01,App_3,FR,iOS,40500,966,575,1342.18,1615.14,0.023851851851851853,0.5952380952380952,2.3342260869565217,1.2033706358312597,2.8089391304347826,252.80452173913042
2025-07-01,App_3,BR,iOS,1316,57,26,50.15,29.26,0.04331306990881459,0.45614035087719296,1.9288461538461539,0.5834496510468594,1.1253846153846154,101.28461538461539
2025-07-01,App_3,IN,Android,8378,822,215,302.06,163.61,0.09811410837908809,0.2615571776155718,1.4049302325581396,0.5416473548301662,0.7609767441860465,68.48790697674418
2025-07-01,App_3,UK,iOS,23760,1786,404,474.28,827.96,0.07516835016835016,0.22620380739081747,1.173960396039604,1.7457198279497346,2.0494059405940597,184.44653465346536
2025-07-01,App_3,CA,Android,3725,164,68,106.37,156.92,0.04402684563758389,0.4146341463414634,1.5642647058823531,1.475227977813293,2.3076470588235294,207.68823529411765
2025-07-01,App_3,AU,iOS,5783,444,239,364.74,312.26,0.07677675946740446,0.5382882882882883,1.5261087866108787,0.8561166858584196,1.3065271966527197,117.58744769874477
2025-07-01,App_4,US,iOS,4516,67,33,75.66,76.46,0.01483613817537644,0.4925373134328358,2.2927272727272725,1.0105736188210415,2.316969696969697,208.52727272727273
2025-07-01,App_4,TR,Android,31747,4293,1412,1243.74,1280.23,0.1352253756260434,0.32890752387607736,0.8808356940509915,1.029338929358226,0.9066784702549575,81.60106232294618
2025-07-01,App_4,DE,Android,39515,5607,1332,2440.29,2901.56,0.14189548272807795,0.2375601926163724,1.8320495495495495,1.1890226161644724,2.178348348348348,196.05135135135134
2025-07-01,App_4,FR,Android,39685,2525,1042,1407.42,2530.05,0.06362605518457856,0.41267326732673265,1.3506909788867563,1.7976510210171803,2.428071017274472,218.52639155470249
2025-07-01,App_4,BR,iOS,49805,5807,2907,4518.94,5106.5,0.11659471940568215,0.5006027208541416,1.554502923976608,1.1300216422435352,1.7566219470244238,158.09597523219813
2025-07-01,App_4,IN,iOS,45020,4045,1826,2097.65,3299.93,0.08984895601954687,0.4514215080346106,1.1487677984665936,1.5731556742068504,1.8071905805038335,162.647152245345
2025-07-01,App_4,UK,Android,30343,4097,1431,1003.08,3508.84,0.13502290478858386,0.3492799609470344,0.7009643605870022,3.498065956852893,2.452019566736548,220.68176100628932
2025-07-01,App_4,CA,iOS,28223,1015,258,383.72,154.26,0.03596357580696595,0.2541871921182266,1.4872868217054265,0.4020118836651725,0.597906976744186,53.81162790697674
2025-07-01,App_4,AU,Android,19883,310,129,239.58,208.85,0.015591208570135292,0.4161290322580645,1.8572093023255816,0.8717338676016362,1.6189922480620154,145.70930232558138
2025-07-01,App_5,US,iOS,12629,877,429,837.15,711.94,0.06944334468287275,0.48916761687571264,1.9513986013986013,0.8504330167831333,1.6595337995337998,149.35804195804198
2025-07-01,App_5,TR,Android,18670,1128,277,412.01,686.45,0.06041778253883235,0.24556737588652483,1.4874007220216605,1.6661003373704524,2.478158844765343,223.03429602888087
2025-07-01,App_5,DE,iOS,25028,771,442,854.17,719.12,0.030805497842416492,0.5732814526588845,1.9325113122171944,0.8418932999285856,1.6269683257918552,146.42714932126697
2025-07-01,App_5,FR,iOS,7522,275,76,54.75,178.91,0.03655942568465834,0.27636363636363637,0.7203947368421053,3.2677625570776256,2.354078947368421,211.8671052631579
2025-07-01,App_5,BR,iOS,4779,573,258,527.01,591.76,0.11989956057752668,0.450261780104712,2.0426744186046513,1.122862943777158,2.293643410852713,206.42790697674417
2025-07-01,App_5,IN,iOS,16772,1092,368,571.44,242.29,0.0651085141903172,0.336996336996337,1.5528260869565218,0.42399902001959955,0.6583967391304347,59.25570652173913
2025-07-01,App_5,UK,Android,19960,2270,785,1200.93,1206.06,0.11372745490981964,0.3458149779735683,1.5298471337579618,1.0042716894406833,1.5363821656050956,138.2743949044586
2025-07-01,App_5,CA,Android,8037,202,85,148.02,59.44,0.025133756376757497,0.4207920792079208,1.7414117647058824,0.4015673557627347,0.6992941176470588,62.936470588235295
2025-07-01,App_5,AU,Android,21396,2212,1295,842.9,3512.25,0.10338381005795476,0.5854430379746836,0.6508880308880308,4.1668643967255905,2.712162162162162,244.09459459459458
2025-07-01,App_6,US,Android,2721,218,127,223.27,174.41,0.08011760382212423,0.5825688073394495,1.7580314960629921,0.7811618220092265,1.3733070866141732,123.59763779527559
2025-07-01,App_6,TR,Android,21984,1175,367,636.12,137.14,0.05344796215429403,0.3123404255319149,1.7332970027247956,0.21558825378859334,0.3736784741144414,33.63106267029973
2025-07-01,App_6,DE,iOS,10297,103,53,59.43,95.69,0.010002913469942702,0.5145631067961165,1.1213207547169812,1.6101295641931683,1.8054716981132075,162.49245283018868
2025-07-01,App_6,FR,Android,6078,334,112,251.46,113.01,0.05495228693649227,0.33532934131736525,2.2451785714285717,0.44941541398234314,1.0090178571428572,90.81160714285714
2025-07-01,App_6,BR,iOS,14182,1790,730,1007.98,1359.78,0.12621633055986461,0.40782122905027934,1.3807945205479453,1.3490148614059803,1.8627123287671232,167.64410958904108
2025-07-01,App_6,IN,Android,9638,1154,628,1180.07,1269.27,0.1197343847271218,0.5441941074523396,1.879092356687898,1.0755887362614083,2.0211305732484077,181.9017515923567
2025-07-01,App_6,UK,iOS,42608,1242,278,678.28,238.92,0.029149455501314307,0.22383252818035426,2.4398561151079137,0.35224391106917496,0.8594244604316547,77.34820143884892
2025-07-01,App_6,CA,Android,43073,5040,1495,1996.43,1247.67,0.11701065632762984,0.29662698412698413,1.3354046822742476,0.6249505367080238,0.8345618729096991,75.11056856187292
2025-07-01,App_6,AU,Android,36185,412,121,216.0,199.71,0.011385933397816775,0.2936893203883495,1.7851239669421488,0.9245833333333334,1.650495867768595,148.54462809917356
2025-07-01,App_7,US,Android,42655,3291,1619,3963.3,2489.39,0.07715390927206658,0.4919477362503798,2.4479925880172946,0.6281104130396387,1.5376096355775168,138.3848672019765
2025-07-01,App_7,TR,iOS,25856,1199,428,485.48,481.51,0.046372215346534656,0.35696413678065053,1.1342990654205607,0.9918225261596769,1.1250233644859813,101.25210280373831
2025-07-01,App_7,DE,Android,47935,6269,2849,7043.55,8372.76,0.13078126629811201,0.45445844632317756,2.4722885222885225,1.1887130779223545,2.9388416988416988,264.4957528957529
2025-07-01,App_7,FR,Android,30769,1351,705,786.93,1162.37,0.043907829308719816,0.5218356772760918,1.1162127659574468,1.477094531915164,1.6487517730496453,148.38765957446807
2025-07-01,App_7,BR,iOS,27308,2721,1319,2017.13,2987.3,0.09964113080415996,0.48474825431826535,1.529287338893101,1.4809655302335496,2.2648218347232754,203.83396512509478
2025-07-01,App_7,IN,Android,3369,38,15,36.66,43.88,0.011279311368358563,0.39473684210526316,2.444,1.1969448990725589,2.9253333333333336,263.28000000000003
2025-07-01,App_7,UK,Android,1502,224,51,82.77,64.65,0.14913448735019974,0.22767857142857142,1.622941176470588,0.7810801014860458,1.2676470588235296,114.08823529411767
2025-07-01,App_7,CA,iOS,18430,782,287,183.06,776.3,0.042430819316332066,0.3670076726342711,0.6378397212543554,4.240686113842456,2.7048780487804875,243.43902439024387
2025-07-01,App_7,AU,iOS,27683,753,157,197.43,354.54,0.027200809160856845,0.20849933598937584,1.2575159235668791,1.7957757179759914,2.2582165605095543,203.2394904458599
2025-07-01,App_8,US,iOS,28326,3955,1590,3815.8,1067.22,0.13962437336722447,0.4020227560050569,2.399874213836478,0.27968446983594525,0.6712075471698113,60.40867924528302
2025-07-01,App_8,TR,Android,16610,2020,866,1559.29,2550.12,0.12161348585189645,0.4287128712871287,1.8005658198614318,1.635436641035343,2.9447113163972287,265.0240184757506
2025-07-01,App_8,DE,Android,14694,1409,360,490.03,1035.08,0.09588947869878862,0.255500354861604,1.3611944444444444,2.112278840071016,2.875222222222222,258.77
2025-07-01,App_8,FR,Android,27861,1367,715,989.73,464.56,0.049065001256236314,0.5230431602048281,1.3842377622377622,0.4693805381265598,0.6497342657342657,58.476083916083915
2025-07-01,App_8,BR,Android,21724,1514,756,647.73,2136.28,0.06969250598416497,0.49933949801849403,0.8567857142857143,3.298102604480262,2.825767195767196,254.31904761904767
2025-07-01,App_8,IN,iOS,42212,4446,952,1431.66,1472.01,0.10532549985786033,0.21412505623031938,1.5038445378151262,1.0281840660492017,1.5462289915966387,139.16060924369748
2025-07-01,App_8,UK,Android,25281,3438,702,1538.64,1233.32,0.13599145603417587,0.20418848167539266,2.191794871794872,0.8015650184578588,1.7568660968660967,158.1179487179487
2025-07-01,App_8,CA,Android,48284,4138,2321,5406.34,3405.05,0.08570126750062132,0.5608989850169164,2.329314950452391,0.6298253531964324,1.4670616113744077,132.0355450236967
2025-07-01,App_8,AU,iOS,30535,2122,1023,2550.36,370.1,0.06949402325200589,0.4820923656927427,2.4930205278592377,0.14511676782885555,0.3617790811339199,32.56011730205279
2025-07-01,App_9,US,Android,39478,2468,777,1718.83,1935.37,0.06251583160241148,0.3148298217179903,2.212136422136422,1.125981045245894,2.4908236808236808,224.17413127413127
2025-07-01,App_9,TR,iOS,11262,581,199,237.48,66.1,0.05158941573432783,0.342512908777969,1.1933668341708543,0.27833922856661614,0.33216080402010045,29.89447236180904
2025-07-01,App_9,DE,Android,49859,6285,3665,8195.65,9199.7,0.12605547644357087,0.5831344470962609,2.236193724420191,1.1225101120716479,2.510150068212824,225.91350613915418
2025-07-01,App_9,FR,Android,21695,2883,1656,1797.66,3146.86,0.13288776215717907,0.5744016649323621,1.0855434782608697,1.7505312461755838,1.900277777777778,171.025
2025-07-01,App_9,BR,Android,9733,1145,466,733.89,509.82,0.11764101510325696,0.4069868995633188,1.5748712446351931,0.6946817642971017,1.0940343347639485,98.46309012875537
2025-07-01,App_9,IN,iOS,8484,177,41,98.09,103.92,0.02086280056577086,0.23163841807909605,2.392439024390244,1.059435212559894,2.5346341463414634,228.11707317073171
2025-07-01,App_9,UK,iOS,32373,620,357,272.28,616.68,0.019151762271028328,0.5758064516129032,0.762689075630252,2.26487439400617,1.727394957983193,155.4655462184874
2025-07-01,App_9,CA,iOS,18685,869,493,1095.3,173.37,0.046507894032646505,0.567318757192175,2.221703853955375,0.1582854012599288,0.35166328600405683,31.649695740365114
2025-07-01,App_9,AU,iOS,33967,1848,689,549.76,1755.26,0.05440574675420261,0.37283549783549785,0.7979100145137881,3.192775029103609,2.547547169811321,229.27924528301887
2025-07-01,App_10,US,iOS,49489,4005,1870,1839.53,5284.01,0.08092707470346945,0.46691635455680397,0.9837058823529412,2.8724782960865007,2.825673796791444,254.31064171122998
2025-07-01,App_10,TR,iOS,17506,786,264,303.33,165.31,0.044898891808522794,0.33587786259541985,1.1489772727272727,0.5449840108133057,0.6261742424242425,56.35568181818182
2025-07-01,App_10,DE,Android,45412,4495,1417,3088.99,2844.62,0.09898264775830178,0.31523915461624025,2.1799505998588566,0.9208899996438966,2.0074947071277345,180.6745236414961
2025-07-01,App_10,FR,Android,27890,1871,804,1077.35,1314.32,0.06708497669415561,0.42971672902191344,1.3399875621890547,1.2199563744372768,1.634726368159204,147.12537313432836
2025-07-01,App_10,BR,iOS,8784,224,80,199.18,50.23,0.025500910746812388,0.35714285714285715,2.48975,0.2521839542122703,0.627875,56.50875
2025-07-01,App_10,IN,iOS,34790,3030,911,1077.27,325.72,0.0870939925265881,0.30066006600660067,1.1825137211855103,0.30235688360392476,0.3575411635565313,32.17870472008782
2025-07-01,App_10,UK,iOS,24568,1559,449,623.3,318.88,0.0634565288179746,0.28800513149454776,1.388195991091314,0.5115995507781165,0.7102004454342984,63.91804008908686
2025-07-01,App_10,CA,iOS,3005,165,55,69.11,81.09,0.05490848585690516,0.3333333333333333,1.2565454545454546,1.1733468383736074,1.4743636363636363,132.69272727272727
2025-07-01,App_10,AU,Android,34175,496,126,237.99,240.65,0.01451353328456474,0.2540322580645161,1.888809523809524,1.0111769402075717,1.909920634920635,171.89285714285714
2025-07-01,App_11,US,Android,45200,6010,2443,6073.8,3092.74,0.1329646017699115,0.4064891846921797,2.486205485059353,0.5091935855642267,1.2659598853868195,113.93638968481375
2025-07-01,App_11,TR,iOS,32816,1752,806,1865.73,1592.7,0.05338859093125305,0.4600456621004566,2.314801488833747,0.8536604974996382,1.9760545905707196,177.84491315136478
2025-07-01,App_11,DE,iOS,2484,298,100,175.83,185.67,0.11996779388083736,0.33557046979865773,1.7583000000000002,1.0559631462207812,1.8566999999999998,167.10299999999998
2025-07-01,App_11,FR,iOS,3953,495,156,143.15,53.76,0.12522135087275488,0.3151515151515151,0.9176282051282052,0.3755501222493887,0.3446153846153846,31.015384615384615
2025-07-01,App_11,BR,Android,41810,1305,434,260.73,808.87,0.0312126285577613,0.3325670498084291,0.6007603686635945,3.1023280788555208,1.8637557603686636,167.73801843317972
2025-07-01,App_11,IN,Android,21229,2006,1026,2278.58,744.18,0.09449338169485139,0.5114656031904287,2.2208382066276804,0.32659814445839075,0.7253216374269006,65.27894736842106
2025-07-01,App_11,UK,iOS,20797,1183,655,1176.41,1395.73,0.0568832043083137,0.5536770921386306,1.7960458015267178,1.1864316012274632,2.130885496183206,191.77969465648857
2025-07-01,App_11,CA,iOS,27378,3035,1682,2589.28,1966.44,0.11085543136825188,0.5542009884678748,1.5394054696789536,0.7594543656923932,1.1691082045184304,105.21973840665873
2025-07-01,App_11,AU,iOS,7217,227,50,66.41,28.8,0.0314535125398365,0.22026431718061673,1.3281999999999998,0.4336696280680621,0.5760000000000001,51.84
2025-07-01,App_12,US,Android,40521,5569,1324,2556.6,2296.37,0.1374349102934281,0.23774465792781468,1.9309667673716011,0.8982124696863021,1.7344184290030211,156.0976586102719
2025-07-01,App_12,TR,iOS,49823,1521,552,1003.73,1381.13,0.03052806936555406,0.3629191321499014,1.8183514492753623,1.3759975292160243,2.502047101449276,225.18423913043483
2025-07-01,App_12,DE,Android,15533,882,340,183.52,533.78,0.056782334384858045,0.3854875283446712,0.5397647058823529,2.908565823888404,1.5699411764705882,141.29470588235293
2025-07-01,App_12,FR,Android,18783,366,75,186.9,213.81,0.0194857051589203,0.20491803278688525,2.492,1.1439807383627607,2.8508,256.572
2025-07-01,App_12,BR,Android,26685,1302,415,1006.61,253.22,0.048791455874086564,0.3187403993855607,2.425566265060241,0.25155720686263794,0.6101686746987952,54.91518072289157
2025-07-01,App_12,IN,iOS,27255,1920,693,1007.87,221.44,0.07044578976334617,0.3609375,1.4543578643578643,0.2197108754105192,0.3195382395382395,28.758441558441557
2025-07-01,App_12,UK,iOS,11031,1426,297,280.51,759.85,0.12927205149125193,0.2082748948106592,0.9444781144781145,2.7088160849880576,2.5584175084175085,230.25757575757575
2025-07-01,App_12,CA,iOS,7977,223,113,111.34,170.69,0.027955371693619155,0.5067264573991032,0.9853097345132744,1.5330519130590983,1.5105309734513275,135.94778761061949
2025-07-01,App_12,AU,Android,29540,4167,1977,4654.53,2365.36,0.14106296547054842,0.4744420446364291,2.354339908952959,0.5081844998313472,1.1964390490642387,107.67951441578148
2025-07-01,App_13,US,iOS,2309,324,95,104.92,82.39,0.14032048505846687,0.2932098765432099,1.104421052631579,0.7852649637819291,0.8672631578947368,78.05368421052631
2025-07-01,App_13,TR,Android,35603,1547,544,1065.77,1181.88,0.04345139454540348,0.3516483516483517,1.9591360294117646,1.1089447066440228,2.172573529411765,195.53161764705885
2025-07-01,App_13,DE,iOS,1906,196,59,36.53,33.64,0.10283315844700944,0.3010204081632653,0.6191525423728814,0.9208869422392554,0.5701694915254237,51.31525423728814
2025-07-01,App_13,FR,Android,10146,997,322,183.06,837.29,0.09826532623694066,0.3229689067201605,0.5685093167701863,4.573855566480935,2.60027950310559,234.0251552795031
2025-07-01,App_13,BR,iOS,31889,2683,558,1293.14,1064.87,0.08413559534635767,0.20797614610510623,2.3174551971326167,0.8234761897397032,1.9083691756272398,171.75322580645158
2025-07-01,App_13,IN,Android,33481,3470,890,1961.26,1510.89,0.10364087094172815,0.2564841498559078,2.2036629213483145,0.7703670089636255,1.697629213483146,152.78662921348314
2025-07-01,App_13,UK,Android,42135,1701,847,1183.04,461.61,0.04037023851904593,0.49794238683127573,1.396741440377804,0.3901896808222884,0.5449940968122786,49.04946871310508
2025-07-01,App_13,CA,iOS,4171,560,188,162.41,374.99,0.13426036921601534,0.3357142857142857,0.8638829787234042,2.3089095499045627,1.994627659574468,179.51648936170213
2025-07-01,App_13,AU,iOS,43378,4299,2559,1991.42,7458.57,0.09910553736917331,0.5952547103977669,0.7782024228214146,3.7453525624930952,2.9146424384525202,262.3178194607268
2025-07-01,App_14,US,iOS,47664,575,145,313.08,134.83,0.012063611950318898,0.25217391304347825,2.159172413793103,0.4306567011626422,0.9298620689655174,83.68758620689657
2025-07-01,App_14,TR,Android,9141,1274,622,617.51,603.08,0.13937205994967727,0.48822605965463106,0.9927813504823151,0.9766319573772085,0.9695819935691319,87.26237942122187
2025-07-01,App_14,DE,Android,16812,1248,537,709.75,1085.23,0.07423269093504639,0.43028846153846156,1.3216945996275604,1.5290313490665728,2.0209124767225326,181.88212290502793
2025-07-01,App_14,FR,Android,17643,1686,671,1440.28,1183.92,0.0955619792552287,0.39798339264531435,2.146467958271237,0.822006832004888,1.7644113263785397,158.79701937406858
2025-07-01,App_14,BR,Android,49289,6924,3828,8161.73,2117.97,0.14047759134898252,0.5528596187175043,2.1321133751306163,0.25950013048704135,0.5532836990595611,49.795532915360496
2025-07-01,App_14,IN,iOS,39249,4703,1003,2104.4,794.98,0.11982470890978114,0.21326812672762066,2.0981056829511466,0.37777038585820183,0.7926021934197408,71.33419740777667
2025-07-01,App_14,UK,iOS,8700,951,273,188.11,83.6,0.10931034482758621,0.2870662460567823,0.6890476190476191,0.4444208176067194,0.3062271062271062,27.56043956043956
2025-07-01,App_14,CA,Android,49282,7261,4315,9571.09,6694.51,0.14733574124426768,0.594270761603085,2.2180973348783315,0.6994511596902756,1.5514507531865587,139.6305677867903
2025-07-01,App_14,AU,Android,5405,408,168,406.73,385.93,0.07548566142460685,0.4117647058823529,2.421011904761905,0.9488604233766872,2.297202380952381,206.7482142857143
2025-07-01,App_15,US,Android,42626,5869,2216,4353.96,1688.64,0.13768591939192043,0.3775771000170387,1.964783393501805,0.38784003527822947,0.7620216606498196,68.58194945848376
2025-07-01,App_15,TR,Android,37007,4832,1606,3939.89,3151.95,0.13056989218256004,0.33236754966887416,2.4532316313823164,0.8000096449393257,1.9626089663760895,176.63480697384804
2025-07-01,App_15,DE,iOS,17601,479,141,243.1,50.9,0.0272143628202943,0.29436325678496866,1.7241134751773048,0.20937885643767998,0.3609929078014184,32.48936170212766
2025-07-01,App_15,FR,Android,29635,3941,1015,1483.88,1740.14,0.13298464653281591,0.25754884547069273,1.4619507389162563,1.1726959053292718,1.714423645320197,154.29812807881774
2025-07-01,App_15,BR,iOS,27861,1600,626,905.1,716.48,0.057427945874161015,0.39125,1.4458466453674121,0.7916031377748315,1.1445367412140575,103.00830670926517
2025-07-01,App_15,IN,iOS,45737,5436,1840,1269.94,1141.89,0.11885344469466734,0.3384841795437822,0.6901847826086956,0.8991684646518734,0.6205923913043478,55.853315217391305
2025-07-01,App_15,UK,iOS,41931,883,359,750.33,805.46,0.021058405475662397,0.40656851642129105,2.0900557103064066,1.0734743379579652,2.243621169916435,201.92590529247914
2025-07-01,App_15,CA,iOS,24326,2232,1259,1109.47,2473.39,0.09175367919098906,0.5640681003584229,0.881231135822081,2.229343740705021,1.9645671167593326,176.81104050833994
2025-07-01,App_15,AU,Android,22938,872,392,752.39,137.58,0.03801552009765455,0.44954128440366975,1.9193622448979593,0.18285729475405044,0.35096938775510206,31.587244897959184
2025-07-01,App_16,US,Android,41375,819,219,244.74,397.17,0.019794561933534745,0.2673992673992674,1.1175342465753426,1.6228242216229467,1.8135616438356166,163.22054794520548
2025-07-01,App_16,TR,Android,12668,587,117,148.23,202.71,0.04633722766024629,0.19931856899488926,1.2669230769230768,1.367536935842947,1.7325641025641025,155.93076923076922
2025-07-01,App_16,DE,Android,16205,2202,913,2223.47,2212.22,0.13588398642394323,0.41462306993642145,2.4353450164293537,0.9949403409985293,2.4230230010952902,218.07207009857612
2025-07-01,App_16,FR,iOS,43396,3700,1027,2176.13,1806.05,0.08526131440685777,0.27756756756756756,2.118919182083739,0.8299366306240895,1.7585686465433301,158.2711781888997
2025-07-01,App_16,BR,Android,31688,4543,1316,825.75,3035.78,0.14336657409745013,0.2896764252696456,0.6274696048632219,3.6763911595519225,2.306823708206687,207.61413373860185
2025-07-01,App_16,IN,Android,40501,5946,3254,2119.61,6868.7,0.14681118984716426,0.5472586612848974,0.6513859864781807,3.2405489689140925,2.1108481868469577,189.9763368162262
2025-07-01,App_16,UK,Android,42088,4622,1388,3318.27,2396.97,0.10981752518532599,0.3003028991778451,2.390684438040346,0.7223553237078356,1.7269236311239191,155.42312680115273
2025-07-01,App_16,CA,Android,22258,1573,714,733.69,1439.15,0.07067121933686764,0.45390972663699936,1.027577030812325,1.9615232591421445,2.0156162464985994,181.40546218487395
2025-07-01,App_16,AU,iOS,34911,4572,1200,736.52,3425.58,0.13096158803815416,0.26246719160104987,0.6137666666666667,4.6510345951230105,2.85465,256.9185
2025-07-01,App_17,US,iOS,21715,702,337,178.44,586.18,0.03232788395118582,0.48005698005698005,0.5294955489614244,3.285025778973324,1.739406528189911,156.546587537092
2025-07-01,App_17,TR,iOS,38131,3095,1591,1229.7,763.0,0.08116755395872124,0.5140549273021001,0.7729101194217474,0.6204765389932504,0.4795725958516656,43.161533626649906
2025-07-01,App_17,DE,iOS,8597,218,76,113.1,54.34,0.025357682912643946,0.3486238532110092,1.4881578947368421,0.48045977011494256,0.7150000000000001,64.35000000000001
2025-07-01,App_17,FR,Android,12575,1824,734,475.77,1527.07,0.1450497017892644,0.4024122807017544,0.6481880108991825,3.209681148454085,2.080476839237057,187.24291553133514
2025-07-01,App_17,BR,Android,19685,1858,570,597.23,783.24,0.09438658877317754,0.3067814854682454,1.0477719298245614,1.3114545484989033,1.3741052631578947,123.66947368421053
2025-07-01,App_17,IN,Android,33226,1650,346,184.91,476.99,0.0496599048937579,0.2096969696969697,0.5344219653179191,2.579579254772592,1.3785838150289018,124.07254335260116
